Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature
Americas,Costa Rica,2010,Male,11.71,9.94,13.63,72.44082191780822
Europe,Iceland,2010,Both sexes,11.79,9.4,14.51,42.85342465753425
Africa,Kenya,2010,Both sexes,11.85,9.0,15.18,-57.93306010928962
Western Pacific,New Zealand,2010,Both sexes,12.02,10.61,13.52,59.81369863013698
Europe,Sweden,2010,Both sexes,12.01,10.75,13.35,42.040547945205475
Americas,Suriname,2010,Female,12.12,8.72,16.28,72.18904109589042
Europe,Austria,2010,Both sexes,12.21,10.71,13.79,49.25068493150685
Africa,Sierra Leone,2010,Both sexes,12.16,6.68,20.05,26.315342465753425
Africa,Central African Republic,2010,Female,12.29,6.59,20.85,68.13808219178082
Europe,Kyrgyzstan,2010,Both sexes,12.39,10.48,14.56,54.1372602739726
Africa,Senegal,2010,Both sexes,12.37,7.77,18.82,77.87232876712329
Africa,Guinea,2010,Both sexes,12.47,6.91,20.58,55.417808219178085
Europe,Uzbekistan,2010,Male,12.56,10.63,14.74,62.28465753424658
Eastern Mediterranean,Morocco,2010,Male,12.86,5.52,23.0,63.16986301369863
Europe,Denmark,2010,Male,13.06,11.32,14.93,44.386575342465754
Africa,South Africa,2010,Female,13.11,6.53,20.81,62.763287671232874
Africa,Ethiopia,2010,Both sexes,13.1,9.87,17.96,11.76849315068493
South-East Asia,India,2010,Female,13.16,11.17,15.2,80.55897260273973
Europe,Croatia,2010,Both sexes,13.2,11.37,15.19,53.21671232876712
Americas,Haiti,2010,Both sexes,13.2,6.75,21.84,81.02410958904109
Africa,Nigeria,2010,Male,13.24,8.27,21.25,82.17164383561644
Europe,Turkmenistan,2010,Male,13.66,11.28,16.36,65.38027397260274
Europe,Bulgaria,2010,Male,13.83,11.79,16.09,52.86109589041096
Europe,France,2010,Both sexes,13.89,12.32,15.51,53.39917808219178
Africa,Benin,2010,Both sexes,14.14,8.54,22.19,82.55835616438355
Americas,Belize,2010,Male,14.26,10.9,18.21,78.95013698630137
Americas,Uruguay,2010,Both sexes,14.26,12.13,16.54,61.924109589041095
Americas,Argentina,2010,Male,14.31,12.42,26.05,63.00630136986301
Europe,Portugal,2010,Male,14.41,12.35,16.6,63.18027397260274
Americas,Guatemala,2010,Male,14.58,11.37,18.34,66.59068493150684
Africa,Uganda,2010,Both sexes,14.64,9.01,23.19,39.52767123287671
Africa,Gambia,2010,Male,14.7,7.33,25.63,78.44191780821917
Europe,Germany,2010,Male,14.8,13.16,22.84,25.578669097538743
Africa,Madagascar,2010,Male,14.82,9.14,23.04,66.61013698630137
Eastern Mediterranean,Pakistan,2010,Male,14.89,6.3,28.78,76.61904109589041
Europe,Switzerland,2010,Male,15.09,13.35,16.91,49.20876712328767
Americas,Canada,2010,Male,15.14,13.59,16.76,44.396163682864454
Europe,Norway,2010,Male,15.13,14.25,16.06,37.1
Africa,Guinea-Bissau,2010,Both sexes,15.39,8.68,24.71,77.74794520547945
Europe,Poland,2010,Both sexes,15.51,14.8,16.24,46.33561643835616
South-East Asia,India,2010,Both sexes,15.56,11.88,18.15,80.55897260273973
Americas,Guyana,2010,Female,15.83,11.28,21.65,-84.9331506849315
Africa,Gabon,2010,Both sexes,15.77,9.36,24.73,80.13753424657534
Africa,Congo,2010,Both sexes,15.79,9.51,24.6,77.38794520547945
Western Pacific,Australia,2010,Male,15.94,14.33,17.65,62.71435616438356
Africa,Malawi,2010,Both sexes,16.03,10.53,23.27,23.09153005464481
Americas,Haiti,2010,Male,16.05,7.83,26.4,81.02410958904109
Europe,Finland,2010,Both sexes,16.44,14.52,18.47,40.110410958904104
Africa,Sierra Leone,2010,Male,16.42,8.75,27.28,26.315342465753425
Europe,Belgium,2010,Both sexes,16.52,14.68,18.43,48.83561643835616
Europe,Sweden,2010,Male,17.2,15.5,19.01,42.040547945205475
Europe,Ireland,2010,Male,17.48,15.44,19.63,47.27205479452054
Western Pacific,New Zealand,2010,Male,17.55,15.68,19.52,59.81369863013698
Africa,Namibia,2010,Both sexes,17.99,10.78,28.4,64.91041095890411
South-East Asia,India,2010,Male,17.96,12.64,21.08,80.55897260273973
Africa,Togo,2010,Both sexes,18.2,10.9,28.0,81.98547945205479
Europe,Iceland,2010,Male,18.18,14.64,22.13,42.85342465753425
Europe,Romania,2010,Male,18.5,16.38,20.82,52.785479452054794
Africa,Guinea,2010,Male,18.48,9.89,30.75,55.417808219178085
Europe,Latvia,2010,Both sexes,18.59,15.95,21.55,42.66
Americas,Cuba,2010,Male,18.55,16.3,20.94,74.42739726027398
South-East Asia,Nepal,2010,Male,18.58,9.55,28.02,60.37890410958904
Western Pacific,Japan,2010,Both sexes,18.81,18.15,19.37,57.44100456621005
Africa,Kenya,2010,Male,19.0,14.35,24.7,-57.93306010928962
Africa,Ethiopia,2010,Male,19.12,14.35,26.98,11.76849315068493
Europe,Hungary,2010,Both sexes,19.17,16.99,21.55,50.09972602739727
Europe,Austria,2010,Male,19.58,17.32,21.93,49.25068493150685
Africa,Zambia,2010,Both sexes,19.71,12.72,29.13,66.27178082191782
Americas,Peru,2010,Female,1.96,1.36,2.72,66.65917808219177
Eastern Mediterranean,Jordan,2010,Both sexes,2.02,1.45,2.77,68.17808219178082
Eastern Mediterranean,Tunisia,2010,Female,2.1,1.06,3.66,67.15178082191781
Eastern Mediterranean,Saudi Arabia,2010,Female,2.11,1.42,3.04,81.36917808219178
Eastern Mediterranean,Qatar,2010,Female,2.13,1.36,3.17,84.45260273972603
Americas,Belize,2010,Female,2.14,1.59,2.83,78.95013698630137
Europe,Italy,2010,Female,2.1,1.93,9.46,56.775342465753425
Africa,Algeria,2010,Female,2.19,1.15,3.62,64.26821917808219
Americas,Barbados,2010,Male,2.24,1.72,2.89,82.04273972602739
Europe,Spain,2010,Female,2.21,1.89,2.54,58.78
Americas,Nicaragua,2010,Female,2.36,1.78,3.04,79.43945205479453
Eastern Mediterranean,Kuwait,2010,Both sexes,2.43,1.91,3.01,81.83232876712329
Americas,Brazil,2010,Female,2.4,2.21,5.79,72.39945205479451
Eastern Mediterranean,Egypt,2010,Female,2.47,1.3,4.04,75.51150684931507
South-East Asia,Bangladesh,2010,Female,2.47,1.67,3.51,47.04818181818182
Western Pacific,Malaysia,2010,Female,2.53,1.88,3.35,83.42794520547946
Americas,Honduras,2010,Both sexes,2.66,1.41,5.19,69.90958904109588
Europe,Greece,2010,Both sexes,2.72,2.3,3.19,67.12876712328767
South-East Asia,Indonesia,2010,Both sexes,2.92,2.17,3.72,81.7841095890411
Western Pacific,Philippines,2010,Both sexes,2.89,2.31,8.28,83.27972602739726
Europe,Slovakia,2010,Male,20.09,14.16,24.45,50.05342465753424
Europe,Ukraine,2010,Both sexes,20.17,17.75,22.82,48.9013698630137
Africa,Senegal,2010,Male,20.52,13.04,30.98,77.87232876712329
Europe,Kyrgyzstan,2010,Male,20.61,17.6,24.0,54.1372602739726
Europe,France,2010,Male,21.21,18.93,23.55,53.39917808219178
Europe,Croatia,2010,Male,21.49,18.76,24.44,53.21671232876712
South-East Asia,Sri Lanka,2010,Both sexes,21.87,17.9,29.46,81.56219178082192
Western Pacific,Mongolia,2010,Both sexes,22.4,14.37,33.3,28.467397260273973
Africa,Congo,2010,Male,22.77,14.03,34.88,77.38794520547945
Africa,Benin,2010,Male,22.87,14.0,35.41,82.55835616438355
Americas,Uruguay,2010,Male,23.32,20.13,26.71,61.924109589041095
Europe,Belgium,2010,Male,24.03,21.54,26.6,48.83561643835616
Europe,Finland,2010,Male,25.08,22.32,28.0,40.110410958904104
Africa,Guinea-Bissau,2010,Male,25.26,13.99,40.39,77.74794520547945
Africa,Mozambique,2010,Both sexes,25.31,15.49,38.1,57.94
Africa,South Africa,2010,Both sexes,26.92,17.83,37.59,62.763287671232874
Africa,Uganda,2010,Male,27.21,17.0,43.01,39.52767123287671
Africa,Gabon,2010,Male,27.37,16.42,42.51,80.13753424657534
Americas,Suriname,2010,Both sexes,27.42,20.5,35.51,72.18904109589042
Western Pacific,Japan,2010,Male,27.38,26.62,28.07,57.44100456621005
Africa,Malawi,2010,Male,27.75,18.63,39.61,23.09153005464481
Europe,Poland,2010,Male,28.02,26.82,29.26,46.33561643835616
Africa,Central African Republic,2010,Both sexes,28.12,15.28,46.15,68.13808219178082
Africa,Togo,2010,Male,29.01,17.67,43.76,81.98547945205479
Europe,Kazakhstan,2010,Both sexes,29.41,25.55,33.61,49.12465753424657
Europe,Belarus,2010,Both sexes,29.89,25.76,34.25,44.886575342465754
Africa,Algeria,2010,Both sexes,3.0,1.59,5.27,64.26821917808219
Eastern Mediterranean,Lebanon,2010,Both sexes,3.04,1.71,5.18,72.65698630136986
South-East Asia,Nepal,2010,Female,2.99,1.75,4.66,60.37890410958904
Europe,Tajikistan,2010,Female,3.01,1.93,4.5,61.10493150684931
Eastern Mediterranean,Bahrain,2010,Female,2.98,2.14,4.02,82.9268493150685
Eastern Mediterranean,Jordan,2010,Male,3.0,2.15,4.09,68.17808219178082
Eastern Mediterranean,United Arab Emirates,2010,Female,3.14,1.92,4.79,84.53191780821918
Europe,Slovakia,2010,Female,3.07,2.38,3.86,50.05342465753424
Americas,Argentina,2010,Female,3.11,2.64,3.63,63.00630136986301
South-East Asia,Thailand,2010,Female,3.17,2.27,4.25,84.15232876712328
Eastern Mediterranean,Tunisia,2010,Both sexes,3.37,1.81,5.76,67.15178082191781
Americas,Guatemala,2010,Female,3.42,2.61,4.38,66.59068493150684
Eastern Mediterranean,Kuwait,2010,Male,3.4,2.7,4.19,81.83232876712329
Europe,Romania,2010,Female,3.38,2.85,3.97,52.785479452054794
Eastern Mediterranean,Egypt,2010,Both sexes,3.62,1.72,6.75,75.51150684931507
Americas,Peru,2010,Both sexes,3.63,2.32,4.95,66.65917808219177
Europe,Bulgaria,2010,Female,3.63,2.97,4.41,52.86109589041096
Americas,Bahamas,2010,Both sexes,3.66,2.7,4.84,78.25205479452055
Europe,Poland,2010,Female,3.74,3.47,4.0,46.33561643835616
Africa,Algeria,2010,Male,3.81,2.04,6.93,64.26821917808219
Americas,Colombia,2010,Both sexes,3.85,3.29,13.02,56.93369863013699
Africa,Namibia,2010,Male,32.29,20.02,49.98,64.91041095890411
Europe,Hungary,2010,Male,32.64,29.16,36.42,50.09972602739727
Africa,Zambia,2010,Male,33.26,21.89,48.46,66.27178082191782
South-East Asia,Sri Lanka,2010,Male,33.55,27.09,47.42,81.56219178082192
Europe,Latvia,2010,Male,35.59,30.76,40.9,42.66
Americas,Guyana,2010,Both sexes,36.37,27.98,59.9,-84.9331506849315
Europe,Ukraine,2010,Male,37.33,32.96,42.12,48.9013698630137
Western Pacific,Mongolia,2010,Male,37.75,24.28,56.5,28.467397260273973
Europe,Latvia,2010,Female,4.04,3.2,5.04,42.66
Europe,Turkmenistan,2010,Female,3.98,3.15,4.95,65.38027397260274
Africa,Mauritania,2010,Female,4.05,2.22,6.55,78.9331506849315
Eastern Mediterranean,Lebanon,2010,Male,4.17,2.29,7.34,72.65698630136986
Europe,Portugal,2010,Female,4.2,3.46,5.01,63.18027397260274
Western Pacific,Philippines,2010,Male,4.32,3.34,10.2,83.27972602739726
Americas,Panama,2010,Both sexes,4.33,3.52,5.25,80.17260273972603
Europe,Uzbekistan,2010,Female,4.29,3.55,5.11,62.28465753424658
South-East Asia,Indonesia,2010,Male,4.38,3.18,5.64,81.7841095890411
Americas,Honduras,2010,Male,4.48,2.33,8.99,69.90958904109588
Europe,Germany,2010,Female,4.51,3.94,5.12,25.578669097538743
Europe,Cyprus,2010,Both sexes,4.63,3.13,6.19,-97.90058139534884
Africa,Nigeria,2010,Female,4.66,2.47,7.04,82.17164383561644
Eastern Mediterranean,Tunisia,2010,Male,4.72,2.61,8.0,67.15178082191781
Americas,Mexico,2010,Both sexes,4.66,4.42,4.9,34.878193430656935
Eastern Mediterranean,Egypt,2010,Male,4.8,2.15,9.51,75.51150684931507
South-East Asia,Bangladesh,2010,Both sexes,4.82,3.27,6.96,47.04818181818182
Europe,Kyrgyzstan,2010,Female,4.78,3.86,5.83,54.1372602739726
Americas,Cuba,2010,Female,4.75,4.0,5.63,74.42739726027398
Europe,Italy,2010,Both sexes,4.82,4.53,8.61,56.775342465753425
Europe,Ireland,2010,Female,4.9,3.97,5.96,47.27205479452054
Europe,Denmark,2010,Female,4.93,4.07,5.91,44.386575342465754
Europe,Greece,2010,Male,4.94,4.22,5.75,67.12876712328767
Western Pacific,Australia,2010,Female,4.92,4.28,5.59,62.71435616438356
Africa,South Africa,2010,Male,41.85,30.03,56.03,62.763287671232874
Americas,Suriname,2010,Male,43.66,32.92,56.11,72.18904109589042
Africa,Mozambique,2010,Male,45.8,28.64,67.82,57.94
Africa,Central African Republic,2010,Male,47.13,25.93,76.23,68.13808219178082
Europe,Tajikistan,2010,Both sexes,4.98,3.2,7.21,61.10493150684931
Americas,Brazil,2010,Both sexes,5.0,4.67,9.01,72.39945205479451
Europe,Spain,2010,Both sexes,5.05,4.42,5.71,58.78
Eastern Mediterranean,Pakistan,2010,Female,5.17,3.46,7.5,76.61904109589041
Africa,Uganda,2010,Female,5.33,3.07,8.77,39.52767123287671
Western Pacific,Malaysia,2010,Both sexes,5.3,3.73,7.41,83.42794520547946
Europe,Iceland,2010,Female,5.3,4.05,6.77,42.85342465753425
Americas,Peru,2010,Male,5.39,3.33,7.3,66.65917808219177
Americas,Dominican Republic,2010,Both sexes,5.38,3.62,7.81,80.13123287671233
Americas,Nicaragua,2010,Both sexes,5.37,3.75,6.87,79.43945205479453
Africa,Mauritania,2010,Both sexes,5.49,2.89,9.6,78.9331506849315
Europe,Austria,2010,Female,5.46,4.64,6.37,49.25068493150685
Europe,Ukraine,2010,Female,5.47,4.72,6.28,48.9013698630137
Americas,Canada,2010,Female,5.45,4.75,6.19,44.396163682864454
Africa,Gabon,2010,Female,5.6,3.19,9.01,80.13753424657534
Eastern Mediterranean,Saudi Arabia,2010,Both sexes,5.66,3.89,8.24,81.36917808219178
Western Pacific,Singapore,2010,Female,5.68,4.77,6.71,82.67616438356164
Africa,Madagascar,2010,Female,5.88,3.47,9.26,66.61013698630137
Africa,Senegal,2010,Female,5.9,3.59,9.15,77.87232876712329
Europe,Albania,2010,Female,5.92,4.29,7.97,60.568767123287664
Europe,Croatia,2010,Female,5.94,4.87,7.11,53.21671232876712
Europe,Kazakhstan,2010,Male,51.26,44.74,58.37,49.12465753424657
Europe,Belarus,2010,Male,55.1,47.74,62.87,44.886575342465754
Americas,Guyana,2010,Male,57.71,45.31,99.26,-84.9331506849315
Eastern Mediterranean,Oman,2010,Both sexes,6.1,4.05,9.03,68.48879781420766
Africa,Kenya,2010,Female,6.16,4.72,7.54,-57.93306010928962
Europe,Switzerland,2010,Female,6.22,5.32,7.18,49.20876712328767
Africa,Namibia,2010,Female,6.4,3.35,10.81,64.91041095890411
Eastern Mediterranean,United Arab Emirates,2010,Both sexes,6.42,3.9,9.51,84.53191780821918
Eastern Mediterranean,Qatar,2010,Both sexes,6.39,4.28,9.5,84.45260273972603
Americas,Bahamas,2010,Male,6.36,4.7,8.37,78.25205479452055
Americas,Uruguay,2010,Female,6.35,5.11,7.7,61.924109589041095
Eastern Mediterranean,Morocco,2010,Female,6.46,3.14,12.63,63.16986301369863
Americas,Colombia,2010,Male,6.45,5.55,14.01,56.93369863013699
Europe,Norway,2010,Female,6.62,6.08,7.18,37.1
Africa,Benin,2010,Female,6.81,3.97,11.07,82.55835616438355
Africa,Gambia,2010,Female,6.77,4.06,10.64,78.44191780821917
Americas,Costa Rica,2010,Both sexes,6.76,5.68,7.96,72.44082191780822
Western Pacific,New Zealand,2010,Female,6.78,5.8,7.85,59.81369863013698
Europe,Sweden,2010,Female,6.82,6.0,7.71,42.040547945205475
Africa,Malawi,2010,Female,6.97,4.26,10.6,23.09153005464481
Europe,Tajikistan,2010,Male,7.0,4.5,9.99,61.10493150684931
South-East Asia,Bangladesh,2010,Male,7.09,4.81,10.3,47.04818181818182
Africa,Mauritania,2010,Male,7.2,3.7,13.24,78.9331506849315
Eastern Mediterranean,Bahrain,2010,Both sexes,7.16,4.4,9.65,82.9268493150685
Europe,France,2010,Female,7.18,6.24,8.16,53.39917808219178
South-East Asia,Thailand,2010,Both sexes,7.29,5.14,9.81,84.15232876712328
Eastern Mediterranean,United Arab Emirates,2010,Male,7.45,4.52,11.01,84.53191780821918
Europe,Cyprus,2010,Male,7.5,4.94,10.1,-97.90058139534884
Europe,Albania,2010,Both sexes,7.63,4.61,10.52,60.568767123287664
Africa,Ethiopia,2010,Female,7.6,5.8,9.75,11.76849315068493
Americas,Panama,2010,Male,7.59,6.23,9.14,80.17260273972603
Europe,Hungary,2010,Female,7.63,6.55,8.84,50.09972602739727
Western Pacific,Mongolia,2010,Female,7.73,4.92,11.41,28.467397260273973
Europe,Finland,2010,Female,7.83,6.73,8.99,40.110410958904104
Western Pacific,China,2010,Female,7.81,6.86,8.87,59.66734246575342
Europe,Italy,2010,Male,7.78,7.34,8.2,56.775342465753425
Africa,Guinea-Bissau,2010,Female,7.88,4.63,12.82,77.74794520547945
Eastern Mediterranean,Qatar,2010,Male,7.86,5.25,11.81,84.45260273972603
Western Pacific,Malaysia,2010,Male,7.94,5.5,11.28,83.42794520547946
Americas,Brazil,2010,Male,7.86,7.37,12.5,72.39945205479451
Americas,Mexico,2010,Male,7.96,7.57,8.34,34.878193430656935
Eastern Mediterranean,Saudi Arabia,2010,Male,8.12,5.59,11.86,81.36917808219178
Europe,Spain,2010,Male,8.08,7.12,9.08,58.78
Africa,Guinea,2010,Female,8.22,4.81,13.39,55.417808219178085
Americas,Belize,2010,Both sexes,8.18,6.23,10.49,78.95013698630137
Western Pacific,Singapore,2010,Both sexes,8.23,7.01,9.59,82.67616438356164
Europe,Belarus,2010,Female,8.33,6.93,9.83,44.886575342465754
Europe,Uzbekistan,2010,Both sexes,8.3,6.98,9.77,62.28465753424658
Africa,Sierra Leone,2010,Female,8.44,4.87,13.79,26.315342465753425
Americas,Argentina,2010,Both sexes,8.43,7.28,14.6,63.00630136986301
Africa,Togo,2010,Female,8.46,4.8,13.79,81.98547945205479
Europe,Bulgaria,2010,Both sexes,8.45,7.14,9.93,52.86109589041096
Americas,Guatemala,2010,Both sexes,8.66,6.72,10.92,66.59068493150684
Europe,Turkmenistan,2010,Both sexes,8.65,7.07,10.45,65.38027397260274
Africa,Nigeria,2010,Both sexes,8.79,5.26,13.87,82.17164383561644
Eastern Mediterranean,Oman,2010,Male,8.85,5.9,13.06,68.48879781420766
Europe,Portugal,2010,Both sexes,8.83,7.5,10.26,63.18027397260274
Americas,Nicaragua,2010,Male,8.86,6.07,11.33,79.43945205479453
Europe,Denmark,2010,Both sexes,8.92,7.63,10.34,44.386575342465754
Americas,Dominican Republic,2010,Male,9.02,6.1,13.05,80.13123287671233
Africa,Zambia,2010,Female,9.22,5.64,14.17,66.27178082191782
Europe,Belgium,2010,Female,9.24,8.03,10.53,48.83561643835616
Eastern Mediterranean,Morocco,2010,Both sexes,9.53,4.28,17.59,63.16986301369863
Europe,Albania,2010,Male,9.45,5.01,13.22,60.568767123287664
Europe,Germany,2010,Both sexes,9.5,8.42,13.88,25.578669097538743
Eastern Mediterranean,Bahrain,2010,Male,9.63,5.79,13.02,82.9268493150685
Western Pacific,China,2010,Both sexes,9.59,7.81,11.66,59.66734246575342
Americas,Barbados,2009,Female,0.23,0.17,0.3,80.62931506849316
Europe,Greece,2009,Female,0.83,0.66,1.04,64.84465753424658
Americas,Honduras,2009,Female,1.03,0.57,1.74,64.81780821917808
Eastern Mediterranean,Kuwait,2009,Female,1.08,0.81,1.38,79.91424657534247
Eastern Mediterranean,Jordan,2009,Female,1.08,0.76,1.49,64.59397260273973
Americas,Barbados,2009,Both sexes,1.13,0.87,1.46,80.62931506849316
Europe,Cyprus,2009,Female,1.2,0.89,1.57,18.527049180327868
Americas,Bahamas,2009,Female,1.24,0.9,1.66,78.88356164383562
Eastern Mediterranean,Oman,2009,Female,1.53,0.96,2.29,69.05342465753425
Americas,Panama,2009,Female,1.49,1.14,1.92,80.72438356164383
South-East Asia,Indonesia,2009,Female,1.53,1.22,1.91,75.07260273972602
Western Pacific,Philippines,2009,Female,1.52,1.34,5.02,81.17041095890411
Americas,Costa Rica,2009,Female,1.72,1.34,2.17,72.39068493150684
Americas,Colombia,2009,Female,1.73,1.44,8.25,56.073150684931505
Americas,Mexico,2009,Female,1.8,1.68,1.92,69.57452054794521
Eastern Mediterranean,Lebanon,2009,Female,1.9,1.12,2.97,70.27123287671233
Eastern Mediterranean,Saudi Arabia,2009,Female,1.88,1.27,2.7,80.53493150684932
Americas,Peru,2009,Female,1.93,1.35,2.65,67.28904109589041
Europe,Romania,2009,Both sexes,10.04,8.81,17.46,53.35589041095891
Western Pacific,Australia,2009,Both sexes,10.01,8.92,11.15,62.9586301369863
Western Pacific,China,2009,Both sexes,10.09,8.19,12.08,60.03967123287671
Europe,Albania,2009,Male,10.21,5.41,14.0,59.40109589041096
Africa,Madagascar,2009,Both sexes,10.21,6.21,15.88,65.4249315068493
Americas,Canada,2009,Both sexes,10.24,9.13,11.4,41.353671232876714
Eastern Mediterranean,Pakistan,2009,Both sexes,10.3,4.9,18.71,75.57602739726028
Eastern Mediterranean,Bahrain,2009,Male,10.25,5.99,13.77,80.91013698630137
Europe,Kazakhstan,2009,Female,10.4,8.83,12.12,48.6654794520548
South-East Asia,Nepal,2009,Both sexes,10.46,5.57,15.76,61.736712328767126
Europe,Slovakia,2009,Both sexes,10.54,7.53,12.8,51.81315068493151
Western Pacific,Japan,2009,Female,10.49,9.9,10.91,56.475525114155246
Americas,Haiti,2009,Female,10.58,5.8,17.54,33.22027397260274
Africa,Congo,2009,Female,10.72,6.23,17.02,77.42821917808219
Western Pacific,New Zealand,2009,Both sexes,10.94,9.66,12.3,58.430410958904105
Americas,Cuba,2009,Both sexes,11.08,9.66,12.62,74.1172602739726
Europe,Norway,2009,Both sexes,11.37,10.63,12.14,40.83068493150685
South-East Asia,Thailand,2009,Male,11.54,8.06,15.62,82.70739726027398
Europe,Austria,2009,Both sexes,11.89,10.43,13.44,51.360821917808224
Africa,Sierra Leone,2009,Both sexes,11.93,6.51,19.71,55.84849315068493
Africa,Guinea,2009,Both sexes,11.88,6.61,19.54,77.63780821917808
Western Pacific,China,2009,Male,11.95,8.98,14.87,60.03967123287671
Europe,Switzerland,2009,Both sexes,12.1,10.63,13.64,50.758721461187214
Americas,Suriname,2009,Female,12.09,8.68,16.26,27.72082191780822
Africa,Central African Republic,2009,Female,12.39,6.59,20.93,70.40027397260273
Africa,Senegal,2009,Both sexes,12.39,7.9,18.69,75.17671232876712
Europe,Uzbekistan,2009,Male,12.53,10.52,14.81,60.59068493150684
Western Pacific,Singapore,2009,Male,12.63,10.82,14.66,81.88082191780822
Europe,Kyrgyzstan,2009,Both sexes,12.82,10.8,15.04,52.65561643835616
South-East Asia,India,2009,Female,12.76,10.92,14.63,80.75979452054794
Americas,Haiti,2009,Both sexes,12.76,6.58,20.97,33.22027397260274
Europe,Iceland,2009,Both sexes,12.88,10.22,15.94,41.86657534246575
Eastern Mediterranean,Morocco,2009,Male,12.94,5.54,23.09,61.42301369863014
Americas,Belize,2009,Male,12.97,9.89,16.59,78.62328767123287
Europe,Sweden,2009,Both sexes,13.09,11.73,14.55,44.82410958904109
Europe,Croatia,2009,Both sexes,13.24,11.45,15.17,54.82438356164384
Europe,Ireland,2009,Both sexes,13.3,11.58,15.15,48.913698630136984
Americas,Uruguay,2009,Both sexes,13.37,11.45,15.44,61.04136986301369
Africa,Nigeria,2009,Male,13.44,8.31,21.73,81.05890410958904
Africa,Ethiopia,2009,Both sexes,13.67,10.33,18.9,-12.593424657534248
Africa,South Africa,2009,Female,13.86,7.2,21.51,62.79917808219178
Europe,Bulgaria,2009,Male,14.05,12.06,16.28,52.239452054794526
Americas,Argentina,2009,Male,14.04,12.17,22.7,62.570958904109595
Europe,France,2009,Both sexes,14.08,12.51,15.72,54.81438356164384
Africa,Benin,2009,Both sexes,14.24,8.61,22.29,81.03643835616438
Europe,Germany,2009,Male,14.35,12.77,22.09,33.10328317373461
Europe,Portugal,2009,Male,14.49,12.42,16.7,63.63369863013698
Africa,Madagascar,2009,Male,14.85,9.14,23.04,65.4249315068493
Eastern Mediterranean,Pakistan,2009,Male,15.1,6.23,29.2,75.57602739726028
Europe,Turkmenistan,2009,Male,15.24,12.68,18.15,62.88904109589041
Western Pacific,Australia,2009,Male,15.23,13.68,16.84,62.9586301369863
Europe,Denmark,2009,Male,15.42,13.39,17.63,47.11232876712329
Americas,Haiti,2009,Male,15.42,7.58,25.13,33.22027397260274
Americas,Canada,2009,Male,15.53,13.96,17.2,41.353671232876714
Africa,Uganda,2009,Both sexes,15.48,9.5,24.52,62.422739726027395
South-East Asia,India,2009,Both sexes,15.59,11.91,18.12,80.75979452054794
Africa,Guinea-Bissau,2009,Both sexes,15.64,8.75,25.1,75.62931506849316
Africa,Gabon,2009,Both sexes,15.89,9.47,24.85,79.43397260273973
Americas,Guatemala,2009,Male,15.99,12.45,20.11,65.33424657534246
Europe,Poland,2009,Both sexes,16.11,15.34,21.41,47.43780821917808
Europe,Norway,2009,Male,16.3,15.33,17.32,40.83068493150685
Africa,Sierra Leone,2009,Male,16.27,8.6,27.12,55.84849315068493
Africa,Congo,2009,Both sexes,16.3,9.86,25.34,77.42821917808219
Europe,Belgium,2009,Both sexes,16.71,14.87,26.44,50.84958904109589
Western Pacific,New Zealand,2009,Male,17.05,15.22,18.97,58.430410958904105
Americas,Cuba,2009,Male,17.58,15.45,19.84,74.1172602739726
Africa,Guinea,2009,Male,17.55,9.41,29.01,77.63780821917808
Europe,Romania,2009,Male,17.75,15.69,31.84,53.35589041095891
Europe,Finland,2009,Both sexes,17.89,15.81,20.11,41.65917808219178
Europe,Switzerland,2009,Male,17.96,15.91,20.08,50.758721461187214
Europe,Iceland,2009,Male,18.12,14.61,22.12,41.86657534246575
Africa,Namibia,2009,Both sexes,18.42,11.01,29.16,62.47671232876712
South-East Asia,India,2009,Male,18.37,12.92,21.55,80.75979452054794
South-East Asia,Nepal,2009,Male,18.36,9.58,27.57,61.736712328767126
Africa,Togo,2009,Both sexes,18.47,11.03,28.43,80.80849315068492
Europe,Sweden,2009,Male,18.51,16.68,20.44,44.82410958904109
Africa,Zambia,2009,Both sexes,19.02,12.31,28.13,65.98191780821918
Europe,Austria,2009,Male,19.23,17.02,21.51,51.360821917808224
Europe,Hungary,2009,Both sexes,19.54,17.3,21.94,52.0841095890411
Western Pacific,Japan,2009,Both sexes,19.49,18.81,20.06,56.475525114155246
Africa,Ethiopia,2009,Male,19.63,14.74,28.0,-12.593424657534248
Americas,Dominican Republic,2009,Female,1.95,1.25,2.9,77.94821917808218
Americas,Belize,2009,Female,2.01,1.5,2.65,78.62328767123287
Eastern Mediterranean,Jordan,2009,Both sexes,2.09,1.5,2.88,64.59397260273973
Europe,Slovakia,2009,Female,2.07,1.62,2.58,51.81315068493151
Eastern Mediterranean,Tunisia,2009,Female,2.15,1.08,3.7,66.82876712328768
Eastern Mediterranean,Qatar,2009,Female,2.2,1.41,3.24,82.7545205479452
Americas,Barbados,2009,Male,2.16,1.65,2.77,80.62931506849316
Europe,Italy,2009,Female,2.23,2.06,2.4,57.678493150684936
Africa,Algeria,2009,Female,2.29,1.2,3.79,64.25972602739726
Americas,Brazil,2009,Female,2.32,2.14,2.5,71.0013698630137
Eastern Mediterranean,Egypt,2009,Female,2.41,1.28,3.95,73.64739726027398
Europe,Spain,2009,Female,2.47,2.11,2.85,59.79013698630137
South-East Asia,Bangladesh,2009,Female,2.61,1.79,3.69,38.05397260273973
