Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature,GDP,Population,Happiness Index
Europe,Greece,2008,Female,0.89,0.7,1.1,64.99808743169399,32010.655700990377,11077841.0,6.343
Americas,Honduras,2008,Female,1.11,0.61,1.87,67.74781420765028,1713.417481253091,8101777.0,5.42
Western Pacific,Philippines,2008,Female,1.09,0.95,4.74,80.46530054644809,1990.356146397756,91252326.0,4.589
Eastern Mediterranean,Kuwait,2008,Female,1.15,0.87,1.47,79.31174863387977,55595.68912843627,2650930.0,6.415
Eastern Mediterranean,Jordan,2008,Female,1.22,0.87,1.68,64.76284153005464,3416.1260678523936,6632873.0,4.93
Eastern Mediterranean,Oman,2008,Female,1.52,0.96,2.27,76.71912568306011,26331.161587049224,2651028.0,6.853
Americas,Peru,2008,Female,1.63,1.14,2.23,66.56803278688525,4187.02058689712,28806185.0,5.129
South-East Asia,Indonesia,2008,Female,1.57,1.24,1.94,73.1879781420765,2283.188054876215,237936543.0,4.815
Americas,Costa Rica,2008,Female,1.61,1.24,2.03,70.25819672131148,6841.912585210508,4501921.0,6.851
Eastern Mediterranean,Saudi Arabia,2008,Female,1.73,1.17,2.47,79.36311475409836,18944.85734943892,27437353.0,6.811
Americas,Belize,2008,Female,1.74,1.3,2.29,72.36338797814207,5665.966231667381,305671.0,6.38
Americas,Mexico,2008,Female,1.71,1.59,1.82,67.34658469945354,10589.952190080863,109684489.0,6.829
Americas,Colombia,2008,Female,1.77,1.49,2.07,51.011475409836066,5527.449952771907,43815313.0,6.168
Eastern Mediterranean,Lebanon,2008,Female,1.92,1.13,3.01,69.52868852459017,5957.6967541453405,4887613.0,4.595
Americas,Dominican Republic,2008,Female,1.93,1.24,2.9,70.38360655737705,5004.524667308239,9522948.0,4.842
Europe,Denmark,2008,Both sexes,10.04,8.59,11.67,48.40928961748634,64214.95388434724,5493621.0,7.971
South-East Asia,Nepal,2008,Both sexes,10.21,5.5,15.3,62.634972677595634,477.6604181779406,26881544.0,4.441
Africa,Madagascar,2008,Both sexes,10.3,6.3,16.06,64.73387978142077,522.8306218516627,20513599.0,4.64
Americas,Cuba,2008,Both sexes,10.39,9.05,11.83,70.80464480874316,5392.250454015032,11276609.0,5.418
Western Pacific,Australia,2008,Both sexes,10.45,9.31,11.63,60.99207650273224,49797.81138994132,21249199.0,7.254
Eastern Mediterranean,Pakistan,2008,Both sexes,10.54,5.06,18.84,74.81707650273223,832.0408593741856,185931955.0,4.414
Europe,Albania,2008,Male,10.47,5.61,14.16,59.790710382513666,4364.061409644946,2947314.0,5.059
Americas,Haiti,2008,Female,10.54,5.87,17.35,-65.65640326975478,1056.345231200538,9575247.0,3.846
Western Pacific,Japan,2008,Female,10.57,9.98,16.43,55.973679417122035,39871.75038702952,128063000.0,5.911
Western Pacific,China,2008,Both sexes,10.59,8.49,12.52,59.445245901639346,3453.9586737269888,1324655000.0,4.846
Europe,Norway,2008,Both sexes,10.63,9.92,11.34,43.43239831697055,97494.50331089013,4768212.0,7.632
Eastern Mediterranean,Bahrain,2008,Male,11.15,6.43,14.88,79.51229508196721,23155.79456700758,1110343.0,6.05675
Europe,Ireland,2008,Both sexes,11.45,9.92,13.08,48.77322404371585,61615.66059975974,4489544.0,7.568
Africa,Central African Republic,2008,Female,11.65,6.2,19.83,77.21967213114755,455.1260021620516,4467233.0,3.963
Europe,Austria,2008,Both sexes,11.67,10.24,13.18,52.17704918032787,51712.9494845637,8321496.0,7.181
Africa,Guinea,2008,Both sexes,11.75,6.53,19.26,60.45136612021858,712.0994216199033,9779785.0,4.266363636363637
South-East Asia,Thailand,2008,Male,11.67,8.11,15.94,79.70710382513661,4327.797517011968,67328239.0,5.636
Africa,Sierra Leone,2008,Both sexes,11.83,6.45,19.57,48.33879781420765,411.3472404280418,6090860.0,2.997
Western Pacific,New Zealand,2008,Both sexes,11.9,10.54,13.34,59.01612021857924,31249.153212873833,4259800.0,7.381
Western Pacific,Singapore,2008,Male,12.02,10.24,14.0,81.06803278688525,40016.79611301105,4839396.0,6.642
Americas,Suriname,2008,Female,12.08,8.7,16.24,40.08283378746594,6673.64467474891,533938.0,6.269
Europe,Sweden,2008,Both sexes,12.36,11.06,13.71,46.46967213114755,56093.94443574221,9219637.0,7.516
Western Pacific,China,2008,Male,12.36,9.0,15.16,59.445245901639346,3453.9586737269888,1324655000.0,4.846
Americas,Haiti,2008,Both sexes,12.59,6.51,20.58,-65.65640326975478,1056.345231200538,9575247.0,3.846
Africa,Senegal,2008,Both sexes,12.66,8.07,19.15,76.18032786885246,1413.808420485352,11872929.0,4.683
Eastern Mediterranean,Morocco,2008,Male,12.97,5.49,23.08,61.643989071038256,2957.3893338883136,31634992.0,5.056333333333334
South-East Asia,India,2008,Female,13.11,11.33,14.92,79.19084699453552,1050.3302921854586,1206734806.0,5.146
Europe,Iceland,2008,Both sexes,13.35,10.64,16.45,41.81912568306011,56889.41208871832,317414.0,6.888
Americas,Uruguay,2008,Both sexes,13.51,11.51,15.64,60.79234972677595,9102.232148456478,3336126.0,5.664
Europe,Switzerland,2008,Both sexes,13.48,11.79,15.23,50.277049180327865,74267.03536360945,7647675.0,7.508
Africa,Nigeria,2008,Male,13.66,8.2,21.83,46.77390710382514,2211.7726905734075,152382506.0,4.939
Africa,South Africa,2008,Female,13.88,7.6,21.24,61.685519125683065,6251.8771746259945,50565812.0,5.346
Europe,Denmark,2008,Male,14.04,12.18,16.07,48.40928961748634,64214.95388434724,5493621.0,7.971
Europe,France,2008,Both sexes,13.96,12.41,18.63,53.919672131147536,45735.727682231336,64379696.0,7.008
Africa,Benin,2008,Both sexes,13.97,8.43,21.81,73.81338797814207,1094.5165309570414,8906469.0,3.667
Europe,Germany,2008,Male,14.19,12.62,24.33,32.19099590723056,45928.11686161012,82110097.0,6.522
Europe,Portugal,2008,Male,14.33,12.27,16.55,61.883060109289616,24794.961682006448,10558177.0,5.717
Europe,Poland,2008,Both sexes,14.41,13.72,15.1,48.90136612021858,13851.5039799595,38125759.0,5.829
Americas,Argentina,2008,Male,14.48,12.56,25.79,62.46857923497268,9078.970896664683,40273769.0,5.961
Americas,Canada,2008,Male,14.69,13.19,16.28,39.97524590163934,46748.965017942704,33247298.0,7.486
Europe,Norway,2008,Male,14.67,13.78,15.57,43.43239831697055,97494.50331089013,4768212.0,7.632
Europe,Bulgaria,2008,Male,14.81,12.69,17.18,52.9792349726776,7098.537940959114,7492561.0,3.867
Africa,Madagascar,2008,Male,14.97,9.26,23.24,64.73387978142077,522.8306218516627,20513599.0,4.64
Americas,Haiti,2008,Male,15.08,7.36,24.51,-65.65640326975478,1056.345231200538,9575247.0,3.846
Eastern Mediterranean,Pakistan,2008,Male,15.4,6.43,29.26,74.81707650273223,832.0408593741856,185931955.0,4.414
Africa,Uganda,2008,Both sexes,16.07,9.78,25.57,66.57650273224044,596.5692698827788,30509862.0,4.569
South-East Asia,India,2008,Both sexes,16.32,12.58,18.73,79.19084699453552,1050.3302921854586,1206734806.0,5.146
Western Pacific,Australia,2008,Male,16.3,14.62,18.02,60.99207650273224,49797.81138994132,21249199.0,7.254
Africa,Sierra Leone,2008,Male,16.28,8.58,27.21,48.33879781420765,411.3472404280418,6090860.0,2.997
Europe,Romania,2008,Male,16.41,14.51,18.42,52.781967213114754,10405.012728660364,20537875.0,5.381
Americas,Cuba,2008,Male,16.48,14.48,18.59,70.80464480874316,5392.250454015032,11276609.0,5.418
Europe,Belgium,2008,Both sexes,16.58,14.76,26.82,51.06994535519125,48033.58362425791,10709973.0,7.117
Americas,Guatemala,2008,Male,16.92,13.16,21.36,63.07950819672131,2755.129707854792,13739299.0,6.414
Africa,Gabon,2008,Both sexes,17.34,10.35,27.01,77.96912568306011,9692.99350327886,1599978.0,4.534454545454546
Europe,Ireland,2008,Male,17.43,15.4,19.59,48.77322404371585,61615.66059975974,4489544.0,7.568
Africa,Guinea,2008,Male,17.39,9.34,28.65,60.45136612021858,712.0994216199033,9779785.0,4.266363636363637
South-East Asia,Sri Lanka,2008,Both sexes,17.47,14.38,31.11,79.53852459016393,2343.066294291022,20285643.0,4.431
Europe,Sweden,2008,Male,17.57,15.83,19.38,46.46967213114755,56093.94443574221,9219637.0,7.516
South-East Asia,Nepal,2008,Male,17.77,9.41,26.57,62.634972677595634,477.6604181779406,26881544.0,4.441
Western Pacific,New Zealand,2008,Male,18.02,16.16,20.0,59.01612021857924,31249.153212873833,4259800.0,7.381
Europe,Finland,2008,Both sexes,18.12,16.01,20.37,44.622950819672134,53556.51665583823,5313399.0,7.671
Europe,Switzerland,2008,Male,18.47,16.34,20.68,50.277049180327865,74267.03536360945,7647675.0,7.508
Europe,Austria,2008,Male,18.77,16.63,20.99,52.17704918032787,51712.9494845637,8321496.0,7.181
Africa,Togo,2008,Both sexes,18.89,11.23,29.11,62.03169398907104,732.8890046006417,6222482.0,2.808
Europe,Iceland,2008,Male,18.91,15.33,22.96,41.81912568306011,56889.41208871832,317414.0,6.888
Africa,Zambia,2008,Both sexes,19.01,12.3,28.2,62.68224043715847,1393.534049201968,12852966.0,4.73
Western Pacific,Japan,2008,Both sexes,19.03,18.36,22.24,55.973679417122035,39871.75038702952,128063000.0,5.911
Europe,Hungary,2008,Both sexes,19.13,16.94,21.49,52.22568306010928,15795.423351458125,10038188.0,4.925
South-East Asia,India,2008,Male,19.46,13.83,22.47,79.19084699453552,1050.3302921854586,1206734806.0,5.146
Africa,Namibia,2008,Both sexes,19.66,11.77,30.89,64.47459016393442,4217.480259895944,2038552.0,4.841
Americas,Panama,2008,Female,1.98,1.5,2.56,76.54672131147541,7220.549640428968,3495276.0,6.931
Eastern Mediterranean,Tunisia,2008,Female,2.2,1.12,3.77,66.44071038251366,4200.173780157428,10680380.0,4.736076923076924
Eastern Mediterranean,Jordan,2008,Both sexes,2.22,1.59,3.07,64.76284153005464,3416.1260678523936,6632873.0,4.93
Europe,Italy,2008,Female,2.29,2.11,2.46,56.93866120218579,40506.14996944834,58826731.0,6.78
Africa,Algeria,2008,Female,2.4,1.25,3.96,63.53224043715847,4946.56379325356,34569592.0,5.466833333333334
Western Pacific,Philippines,2008,Both sexes,2.36,1.89,7.06,80.46530054644809,1990.356146397756,91252326.0,4.589
Americas,Brazil,2008,Female,2.35,2.17,7.78,68.97204007285974,8801.75922357592,192672317.0,6.691
Western Pacific,Malaysia,2008,Female,2.61,1.96,3.42,80.42622950819673,8343.302548039552,27664296.0,5.807
Europe,Spain,2008,Female,2.55,2.17,2.94,58.03661202185792,35358.00426802263,45954106.0,7.294
Europe,Greece,2008,Both sexes,2.63,2.21,3.09,64.99808743169399,32010.655700990377,11077841.0,6.343
South-East Asia,Bangladesh,2008,Female,2.68,1.86,3.79,-19.790983606557376,653.3937887805032,145421318.0,5.052
Europe,Cyprus,2008,Female,2.74,2.02,3.62,67.59890710382514,35398.71962278001,1092390.0,6.635
Americas,Nicaragua,2008,Female,2.65,2.05,3.36,77.23524590163935,1493.908203489291,5687744.0,5.104
Americas,Honduras,2008,Both sexes,2.84,1.51,5.57,67.74781420765028,1713.417481253091,8101777.0,5.42
Americas,Peru,2008,Both sexes,2.89,1.87,3.94,66.56803278688525,4187.02058689712,28806185.0,5.129
Eastern Mediterranean,Kuwait,2008,Both sexes,2.92,2.3,3.62,79.31174863387977,55595.68912843627,2650930.0,6.415
Africa,Senegal,2008,Male,21.04,13.58,31.51,76.18032786885246,1413.808420485352,11872929.0,4.683
Europe,France,2008,Male,21.42,19.14,29.76,53.919672131147536,45735.727682231336,64379696.0,7.008
Americas,Uruguay,2008,Male,22.54,19.47,25.77,60.79234972677595,9102.232148456478,3336126.0,5.664
Africa,Benin,2008,Male,22.75,13.88,35.01,73.81338797814207,1094.5165309570414,8906469.0,3.667
Western Pacific,Mongolia,2008,Both sexes,22.9,14.58,33.97,31.381967213114752,2475.465860853957,2633887.0,4.493
Africa,Mozambique,2008,Both sexes,23.08,14.31,34.54,73.80655737704919,591.4398261256335,21845571.0,4.654
Europe,Belgium,2008,Male,24.6,22.09,43.51,51.06994535519125,48033.58362425791,10709973.0,7.117
Europe,Poland,2008,Male,25.82,24.66,26.97,48.90136612021858,13851.5039799595,38125759.0,5.829
Americas,Suriname,2008,Both sexes,26.7,20.07,34.48,40.08283378746594,6673.64467474891,533938.0,6.269
Africa,Central African Republic,2008,Both sexes,27.29,14.88,44.82,77.21967213114755,455.1260021620516,4467233.0,3.963
Western Pacific,Japan,2008,Male,27.6,26.84,28.31,55.973679417122035,39871.75038702952,128063000.0,5.911
Europe,Finland,2008,Male,27.92,24.86,31.18,44.622950819672134,53556.51665583823,5313399.0,7.671
South-East Asia,Sri Lanka,2008,Male,27.95,22.8,46.82,79.53852459016393,2343.066294291022,20285643.0,4.431
Africa,South Africa,2008,Both sexes,29.43,19.92,40.24,61.685519125683065,6251.8771746259945,50565812.0,5.346
Africa,Gabon,2008,Male,29.53,17.82,45.54,77.96912568306011,9692.99350327886,1599978.0,4.534454545454546
Africa,Uganda,2008,Male,29.76,18.43,47.07,66.57650273224044,596.5692698827788,30509862.0,4.569
Eastern Mediterranean,Lebanon,2008,Both sexes,3.01,1.7,5.12,69.52868852459017,5957.6967541453405,4887613.0,4.595
South-East Asia,Nepal,2008,Female,2.99,1.76,4.63,62.634972677595634,477.6604181779406,26881544.0,4.441
South-East Asia,Indonesia,2008,Both sexes,3.06,2.3,3.85,73.1879781420765,2283.188054876215,237936543.0,4.815
Europe,Romania,2008,Female,3.11,2.63,3.64,52.781967213114754,10405.012728660364,20537875.0,5.381
Eastern Mediterranean,Jordan,2008,Male,3.18,2.28,4.42,64.76284153005464,3416.1260678523936,6632873.0,4.93
Africa,Algeria,2008,Both sexes,3.31,1.76,5.81,63.53224043715847,4946.56379325356,34569592.0,5.466833333333334
Eastern Mediterranean,United Arab Emirates,2008,Female,3.27,2.04,4.95,81.60450819672131,46271.41654453738,6988685.0,6.822
Americas,Argentina,2008,Female,3.34,2.84,10.55,62.46857923497268,9078.970896664683,40273769.0,5.961
Eastern Mediterranean,Bahrain,2008,Female,3.36,2.43,4.48,79.51229508196721,23155.79456700758,1110343.0,6.05675
South-East Asia,Thailand,2008,Female,3.42,2.38,4.72,79.70710382513661,4327.797517011968,67328239.0,5.636
Eastern Mediterranean,Tunisia,2008,Both sexes,3.47,1.88,5.88,66.44071038251366,4200.173780157428,10680380.0,4.736076923076924
Americas,Guatemala,2008,Female,3.66,2.78,4.72,63.07950819672131,2755.129707854792,13739299.0,6.414
Western Pacific,Philippines,2008,Male,3.73,2.9,9.5,80.46530054644809,1990.356146397756,91252326.0,4.589
Europe,Portugal,2008,Female,3.76,3.11,4.47,61.883060109289616,24794.961682006448,10558177.0,5.717
Europe,Poland,2008,Female,3.75,3.49,4.01,48.90136612021858,13851.5039799595,38125759.0,5.829
Africa,Togo,2008,Male,29.99,18.08,45.3,62.03169398907104,732.8890046006417,6222482.0,2.808
Europe,Hungary,2008,Male,32.56,29.04,36.32,52.22568306010928,15795.423351458125,10038188.0,4.925
Africa,Zambia,2008,Male,32.77,21.58,47.92,62.68224043715847,1393.534049201968,12852966.0,4.73
Africa,Namibia,2008,Male,35.29,21.82,54.51,64.47459016393442,4217.480259895944,2038552.0,4.841
Western Pacific,Mongolia,2008,Male,38.87,24.74,57.99,31.381967213114752,2475.465860853957,2633887.0,4.493
Africa,Mauritania,2008,Female,4.14,2.27,6.68,75.77103825136612,1610.2369573827898,3233336.0,4.248
Eastern Mediterranean,Lebanon,2008,Male,4.06,2.25,7.14,69.52868852459017,5957.6967541453405,4887613.0,4.595
Eastern Mediterranean,Kuwait,2008,Male,4.06,3.22,5.02,79.31174863387977,55595.68912843627,2650930.0,6.415
Europe,Bulgaria,2008,Female,4.09,3.35,4.95,52.9792349726776,7098.537940959114,7492561.0,3.867
Africa,Algeria,2008,Male,4.22,2.27,7.65,63.53224043715847,4946.56379325356,34569592.0,5.466833333333334
Americas,Peru,2008,Male,4.24,2.63,5.75,66.56803278688525,4187.02058689712,28806185.0,5.129
Europe,Germany,2008,Female,4.25,3.71,4.83,32.19099590723056,45928.11686161012,82110097.0,6.522
Americas,Colombia,2008,Both sexes,4.27,3.67,8.51,51.011475409836066,5527.449952771907,43815313.0,6.168
Europe,Greece,2008,Male,4.44,3.77,5.16,64.99808743169399,32010.655700990377,11077841.0,6.343
South-East Asia,Indonesia,2008,Male,4.6,3.38,5.82,73.1879781420765,2283.188054876215,237936543.0,4.815
Western Pacific,Australia,2008,Female,4.64,4.04,5.29,60.99207650273224,49797.81138994132,21249199.0,7.254
Americas,Mexico,2008,Both sexes,4.58,4.34,4.81,67.34658469945354,10589.952190080863,109684489.0,6.829
Americas,Cuba,2008,Female,4.65,3.93,5.48,70.80464480874316,5392.250454015032,11276609.0,5.418
Americas,Honduras,2008,Male,4.75,2.49,9.64,67.74781420765028,1713.417481253091,8101777.0,5.42
Eastern Mediterranean,Tunisia,2008,Male,4.82,2.69,8.11,66.44071038251366,4200.173780157428,10680380.0,4.736076923076924
Eastern Mediterranean,Saudi Arabia,2008,Both sexes,4.88,3.45,7.54,79.36311475409836,18944.85734943892,27437353.0,6.811
Europe,Italy,2008,Both sexes,4.85,4.57,5.13,56.93866120218579,40506.14996944834,58826731.0,6.78
Africa,Mozambique,2008,Male,42.03,26.64,61.7,73.80655737704919,591.4398261256335,21845571.0,4.654
Americas,Suriname,2008,Male,42.23,32.07,54.02,40.08283378746594,6673.64467474891,533938.0,6.269
Africa,Central African Republic,2008,Male,46.07,25.5,74.53,77.21967213114755,455.1260021620516,4467233.0,3.963
Africa,South Africa,2008,Male,46.19,33.2,60.95,61.685519125683065,6251.8771746259945,50565812.0,5.346
Africa,Nigeria,2008,Female,4.95,2.65,7.61,46.77390710382514,2211.7726905734075,152382506.0,4.939
Americas,Canada,2008,Female,5.13,4.46,5.83,39.97524590163934,46748.965017942704,33247298.0,7.486
Americas,Brazil,2008,Both sexes,5.22,4.89,11.42,68.97204007285974,8801.75922357592,192672317.0,6.691
South-East Asia,Bangladesh,2008,Both sexes,5.25,3.61,7.55,-19.790983606557376,653.3937887805032,145421318.0,5.052
Eastern Mediterranean,Pakistan,2008,Female,5.39,3.62,7.82,74.81707650273223,832.0408593741856,185931955.0,4.414
Western Pacific,Malaysia,2008,Both sexes,5.43,3.83,7.47,80.42622950819673,8343.302548039552,27664296.0,5.807
Europe,Austria,2008,Female,5.35,4.54,6.26,52.17704918032787,51712.9494845637,8321496.0,7.181
Europe,Ireland,2008,Female,5.45,4.42,6.55,48.77322404371585,61615.66059975974,4489544.0,7.568
Americas,Costa Rica,2008,Both sexes,5.49,4.6,6.49,70.25819672131148,6841.912585210508,4501921.0,6.851
Africa,Mauritania,2008,Both sexes,5.55,2.95,9.66,75.77103825136612,1610.2369573827898,3233336.0,4.248
Americas,Dominican Republic,2008,Both sexes,5.61,3.72,8.32,70.38360655737705,5004.524667308239,9522948.0,4.842
Americas,Nicaragua,2008,Both sexes,5.57,3.83,7.07,77.23524590163935,1493.908203489291,5687744.0,5.104
Europe,Cyprus,2008,Both sexes,5.55,3.89,7.39,67.59890710382514,35398.71962278001,1092390.0,6.635
Americas,Uruguay,2008,Female,5.58,4.5,6.76,60.79234972677595,9102.232148456478,3336126.0,5.664
Americas,Panama,2008,Both sexes,5.61,4.55,6.83,76.54672131147541,7220.549640428968,3495276.0,6.931
Americas,Belize,2008,Both sexes,5.7,4.35,7.33,72.36338797814207,5665.966231667381,305671.0,6.38
Africa,Uganda,2008,Female,5.79,3.28,9.69,66.57650273224044,596.5692698827788,30509862.0,4.569
Europe,Albania,2008,Female,5.84,4.38,7.57,59.790710382513666,4364.061409644946,2947314.0,5.059
Western Pacific,Singapore,2008,Female,5.77,4.86,6.78,81.06803278688525,40016.79611301105,4839396.0,6.642
Europe,Spain,2008,Both sexes,5.78,5.06,6.53,58.03661202185792,35358.00426802263,45954106.0,7.294
Africa,Madagascar,2008,Female,5.91,3.51,9.32,64.73387978142077,522.8306218516627,20513599.0,4.64
Africa,Senegal,2008,Female,5.89,3.62,9.15,76.18032786885246,1413.808420485352,11872929.0,4.683
Western Pacific,New Zealand,2008,Female,6.09,5.2,7.03,59.01612021857924,31249.153212873833,4259800.0,7.381
Europe,Denmark,2008,Female,6.2,5.13,7.44,48.40928961748634,64214.95388434724,5493621.0,7.971
Eastern Mediterranean,Oman,2008,Both sexes,6.32,4.23,9.31,76.71912568306011,26331.161587049224,2651028.0,6.853
Europe,Norway,2008,Female,6.52,6.01,7.04,43.43239831697055,97494.50331089013,4768212.0,7.632
Africa,Gabon,2008,Female,6.64,3.82,10.68,77.96912568306011,9692.99350327886,1599978.0,4.534454545454546
Africa,Benin,2008,Female,6.63,3.89,10.76,73.81338797814207,1094.5165309570414,8906469.0,3.667
Eastern Mediterranean,United Arab Emirates,2008,Both sexes,6.69,4.18,9.75,81.60450819672131,46271.41654453738,6988685.0,6.822
Eastern Mediterranean,Morocco,2008,Female,6.82,3.31,13.18,61.643989071038256,2957.3893338883136,31634992.0,5.056333333333334
Africa,Namibia,2008,Female,6.98,3.67,11.68,64.47459016393442,4217.480259895944,2038552.0,4.841
Eastern Mediterranean,Saudi Arabia,2008,Male,7.08,5.02,11.04,79.36311475409836,18944.85734943892,27437353.0,6.811
Americas,Colombia,2008,Male,7.07,6.1,15.14,51.011475409836066,5527.449952771907,43815313.0,6.168
Africa,Mauritania,2008,Male,7.22,3.74,13.22,75.77103825136612,1610.2369573827898,3233336.0,4.248
Europe,France,2008,Female,7.18,6.28,8.12,53.919672131147536,45735.727682231336,64379696.0,7.008
Europe,Sweden,2008,Female,7.18,6.31,8.09,46.46967213114755,56093.94443574221,9219637.0,7.516
South-East Asia,Thailand,2008,Both sexes,7.42,5.16,10.15,79.70710382513661,4327.797517011968,67328239.0,5.636
Western Pacific,Mongolia,2008,Female,7.57,4.84,11.16,31.381967213114752,2475.465860853957,2633887.0,4.493
Europe,Italy,2008,Male,7.64,7.23,8.04,56.93866120218579,40506.14996944834,58826731.0,6.78
Africa,Guinea,2008,Female,7.71,4.52,12.52,60.45136612021858,712.0994216199033,9779785.0,4.266363636363637
South-East Asia,Bangladesh,2008,Male,7.69,5.27,11.12,-19.790983606557376,653.3937887805032,145421318.0,5.052
Europe,Hungary,2008,Female,7.72,6.64,8.91,52.22568306010928,15795.423351458125,10038188.0,4.925
Americas,Mexico,2008,Male,7.73,7.35,8.09,67.34658469945354,10589.952190080863,109684489.0,6.829
Eastern Mediterranean,United Arab Emirates,2008,Male,7.75,4.82,11.25,81.60450819672131,46271.41654453738,6988685.0,6.822
Europe,Iceland,2008,Female,7.76,5.93,9.93,41.81912568306011,56889.41208871832,317414.0,6.888
Africa,Sierra Leone,2008,Female,7.95,4.58,12.94,48.33879781420765,411.3472404280418,6090860.0,2.997
South-East Asia,Sri Lanka,2008,Female,8.03,6.77,16.76,79.53852459016393,2343.066294291022,20285643.0,4.431
Europe,Albania,2008,Both sexes,8.09,4.96,10.78,59.790710382513666,4364.061409644946,2947314.0,5.059
Western Pacific,Malaysia,2008,Male,8.14,5.62,11.35,80.42622950819673,8343.302548039552,27664296.0,5.807
Africa,Zambia,2008,Female,8.18,5.0,12.67,62.68224043715847,1393.534049201968,12852966.0,4.73
Eastern Mediterranean,Bahrain,2008,Both sexes,8.28,4.91,11.02,79.51229508196721,23155.79456700758,1110343.0,6.05675
Europe,Cyprus,2008,Male,8.35,5.75,11.18,67.59890710382514,35398.71962278001,1092390.0,6.635
Americas,Brazil,2008,Male,8.39,7.87,15.35,68.97204007285974,8801.75922357592,192672317.0,6.691
Europe,Finland,2008,Female,8.46,7.26,9.72,44.622950819672134,53556.51665583823,5313399.0,7.671
Europe,Portugal,2008,Both sexes,8.6,7.31,10.0,61.883060109289616,24794.961682006448,10558177.0,5.717
Americas,Argentina,2008,Both sexes,8.59,7.43,17.83,62.46857923497268,9078.970896664683,40273769.0,5.961
Africa,Mozambique,2008,Female,8.83,5.04,14.08,73.80655737704919,591.4398261256335,21845571.0,4.654
Western Pacific,Singapore,2008,Both sexes,8.78,7.46,10.25,81.06803278688525,40016.79611301105,4839396.0,6.642
Europe,Belgium,2008,Female,8.77,7.61,10.03,51.06994535519125,48033.58362425791,10709973.0,7.117
Europe,Switzerland,2008,Female,8.85,7.57,10.18,50.277049180327865,74267.03536360945,7647675.0,7.508
Africa,Togo,2008,Female,8.89,5.06,14.51,62.03169398907104,732.8890046006417,6222482.0,2.808
Americas,Nicaragua,2008,Male,8.97,5.95,11.4,77.23524590163935,1493.908203489291,5687744.0,5.104
Western Pacific,China,2008,Female,8.98,7.99,10.02,59.445245901639346,3453.9586737269888,1324655000.0,4.846
Africa,Nigeria,2008,Both sexes,9.14,5.31,14.44,46.77390710382514,2211.7726905734075,152382506.0,4.939
Europe,Germany,2008,Both sexes,9.06,8.02,14.5,32.19099590723056,45928.11686161012,82110097.0,6.522
Europe,Bulgaria,2008,Both sexes,9.19,7.79,10.77,52.9792349726776,7098.537940959114,7492561.0,3.867
Europe,Spain,2008,Male,9.18,8.11,10.31,58.03661202185792,35358.00426802263,45954106.0,7.294
Americas,Panama,2008,Male,9.25,7.6,11.12,76.54672131147541,7220.549640428968,3495276.0,6.931
Americas,Dominican Republic,2008,Male,9.37,6.24,13.88,70.38360655737705,5004.524667308239,9522948.0,4.842
Eastern Mediterranean,Oman,2008,Male,9.42,6.32,13.84,76.71912568306011,26331.161587049224,2651028.0,6.853
Americas,Costa Rica,2008,Male,9.44,8.01,11.01,70.25819672131148,6841.912585210508,4501921.0,6.851
Europe,Romania,2008,Both sexes,9.53,8.36,10.77,52.781967213114754,10405.012728660364,20537875.0,5.381
Americas,Belize,2008,Male,9.66,7.39,12.35,72.36338797814207,5665.966231667381,305671.0,6.38
Eastern Mediterranean,Morocco,2008,Both sexes,9.76,4.36,17.92,61.643989071038256,2957.3893338883136,31634992.0,5.056333333333334
Americas,Guatemala,2008,Both sexes,9.87,7.64,12.51,63.07950819672131,2755.129707854792,13739299.0,6.414
Americas,Canada,2008,Both sexes,9.88,8.8,11.01,39.97524590163934,46748.965017942704,33247298.0,7.486
Europe,Greece,2007,Female,0.85,0.67,1.07,63.96027397260274,28714.041508384147,11048473.0,6.647
Eastern Mediterranean,Kuwait,2007,Female,1.14,0.86,1.45,79.98739726027398,45730.367480138215,2506769.0,6.246
Western Pacific,Philippines,2007,Female,1.1,0.96,1.26,82.07013698630136,1741.6035047319067,89561377.0,5.074
Americas,Honduras,2007,Female,1.15,0.64,1.94,70.26657534246576,1559.886711923166,7924462.0,5.097
Americas,Panama,2007,Female,1.23,0.93,1.59,78.43643835616439,6205.82158424578,3431614.0,6.894
Europe,Cyprus,2007,Female,1.38,1.02,1.82,63.99452054794521,31495.36238368345,1073873.0,6.436
Eastern Mediterranean,Jordan,2007,Female,1.43,1.01,1.97,64.19232876712329,2725.6964868925984,6473457.0,5.598
Eastern Mediterranean,Oman,2007,Female,1.64,1.04,2.46,23.96027397260274,18536.39904275078,2605700.0,6.853
Americas,Peru,2007,Female,1.59,1.12,2.2,64.9827397260274,3573.4547232022855,28600387.0,5.214
Eastern Mediterranean,Saudi Arabia,2007,Female,1.63,1.1,2.33,80.26369863013699,15756.193622649233,26400068.0,7.267
South-East Asia,Indonesia,2007,Female,1.6,1.27,2.0,72.77315068493151,1959.4477677739576,234858289.0,5.101
Americas,Mexico,2007,Female,1.56,1.45,1.66,35.286678832116785,10178.442549274783,108302973.0,6.525
Americas,Colombia,2007,Female,1.8,1.52,2.09,54.667671232876714,4760.981210377608,43306582.0,6.138
Americas,Dominican Republic,2007,Female,1.92,1.25,2.85,72.7668493150685,4656.428132329549,9402206.0,5.081
