,Country,Year,AvgTemperature
184,Bangladesh,1997,-18.885753424657533
185,Bangladesh,1998,-15.962191780821918
186,Bangladesh,1999,-35.31890410958904
187,Bangladesh,2000,1.727868852459016
188,Bangladesh,2001,34.58931506849315
189,Bangladesh,2002,7.574246575342466
190,Bangladesh,2003,-1.0745205479452056
191,Bangladesh,2004,-4.695355191256831
192,Bangladesh,2005,11.475068493150683
193,Bangladesh,2006,40.75260273972603
194,Bangladesh,2007,-1.2486338797814212
195,Bangladesh,2008,-19.790983606557376
196,Bangladesh,2009,38.05397260273973
197,Bangladesh,2010,47.04818181818182
198,Barbados,1995,80.7668493150685
199,Barbados,1996,78.48770491803279
200,Barbados,1997,80.78
201,Barbados,1998,79.06219178082192
202,Barbados,1999,80.05150684931506
203,Barbados,2000,79.73606557377049
204,Barbados,2001,79.21835616438356
205,Barbados,2002,78.76
206,Barbados,2003,70.43342465753425
207,Barbados,2004,77.39480874316939
208,Barbados,2005,82.06191780821918
209,Barbados,2006,81.6690410958904
210,Barbados,2007,78.61013698630137
211,Barbados,2008,78.32540983606557
212,Barbados,2009,80.62931506849316
213,Barbados,2010,82.04273972602739
214,Barbados,2011,81.38575342465754
215,Barbados,2012,80.63524590163935
216,Barbados,2013,80.76575342465753
217,Barbados,2014,80.16657534246575
218,Barbados,2015,80.44699453551912
219,Barbados,2016,79.60136612021857
220,Barbados,2017,19.645205479452056
221,Barbados,2018,77.88571428571429
222,Belarus,1995,44.31260273972603
223,Belarus,1996,41.64972677595628
224,Belarus,1997,42.97095890410959
225,Belarus,1998,41.29835616438356
226,Belarus,1999,46.52821917808219
227,Belarus,2000,46.961202185792345
228,Belarus,2001,45.367123287671234
229,Belarus,2002,44.938904109589046
230,Belarus,2003,44.604109589041094
231,Belarus,2004,44.71994535519126
232,Belarus,2005,45.14493150684932
233,Belarus,2006,45.167671232876714
234,Belarus,2007,45.95643835616438
235,Belarus,2008,46.17513661202185
236,Belarus,2009,44.62219178082192
237,Belarus,2010,44.886575342465754
238,Belarus,2011,46.5117808219178
239,Belarus,2012,45.111748633879785
240,Belarus,2013,46.32
241,Belarus,2014,46.42109589041096
242,Belarus,2015,47.444808743169396
243,Belarus,2016,44.82295081967213
244,Belarus,2017,32.97753424657534
245,Belarus,2018,15.344109589041096
246,Belarus,2019,11.465479452054794
247,Belarus,2020,24.51439393939394
248,Belgium,1995,51.70109589041096
249,Belgium,1996,48.191803278688525
250,Belgium,1997,51.13260273972603
251,Belgium,1998,49.65123287671233
252,Belgium,1999,51.711780821917806
253,Belgium,2000,52.31502732240437
254,Belgium,2001,51.587397260273974
255,Belgium,2002,50.67506849315069
256,Belgium,2003,52.32383561643836
257,Belgium,2004,51.62978142076503
258,Belgium,2005,52.14027397260274
259,Belgium,2006,52.05589041095891
260,Belgium,2007,51.730958904109585
261,Belgium,2008,51.06994535519125
262,Belgium,2009,50.84958904109589
263,Belgium,2010,48.83561643835616
264,Belgium,2011,52.47561643835616
265,Belgium,2012,50.75737704918033
266,Belgium,2013,49.855342465753424
267,Belgium,2014,52.709315068493154
268,Belgium,2015,51.10136612021858
269,Belgium,2016,49.9155737704918
270,Belgium,2017,52.13232876712328
271,Belgium,2018,51.39095890410959
272,Belgium,2019,50.01342465753425
273,Belgium,2020,46.91567164179104
274,Belize,1995,-44.337190082644625
275,Belize,1996,79.80081967213114
276,Belize,1997,80.37232876712329
277,Belize,1998,72.5386301369863
278,Belize,1999,77.3682191780822
279,Belize,2000,79.92896174863388
280,Belize,2001,80.46054794520548
281,Belize,2002,78.89342465753424
282,Belize,2003,79.47068493150685
283,Belize,2004,76.43606557377049
284,Belize,2005,74.75808219178083
285,Belize,2006,80.6372602739726
286,Belize,2007,65.4227397260274
287,Belize,2008,72.36338797814207
288,Belize,2009,78.62328767123287
289,Belize,2010,78.95013698630137
290,Belize,2011,81.43232876712328
291,Belize,2012,81.09836065573771
292,Belize,2013,80.7613698630137
293,Belize,2014,79.84219178082192
294,Belize,2015,80.68032786885246
295,Belize,2016,79.34918032786885
296,Belize,2017,81.26
297,Belize,2018,78.54849315068493
298,Belize,2019,78.84876712328767
299,Belize,2020,80.89097744360902
300,Benin,1995,73.26356164383562
301,Benin,1996,77.9844262295082
302,Benin,1997,77.45589041095892
303,Benin,1998,37.593972602739726
304,Benin,1999,74.35698630136986
305,Benin,2000,53.234153005464485
306,Benin,2001,80.55479452054794
307,Benin,2002,78.42164383561644
308,Benin,2003,74.90821917808219
309,Benin,2004,81.28360655737704
310,Benin,2005,81.57123287671233
311,Benin,2006,68.69150684931508
312,Benin,2007,80.23972602739725
313,Benin,2008,73.81338797814207
314,Benin,2009,81.03643835616438
315,Benin,2010,82.55835616438355
316,Benin,2011,80.98
317,Benin,2012,81.21366120218579
318,Benin,2013,81.1090410958904
319,Benin,2014,79.64630136986301
320,Benin,2015,80.5743169398907
321,Benin,2016,80.19808743169399
322,Benin,2017,82.15342465753425
323,Benin,2018,78.73178082191781
324,Benin,2019,79.42986301369864
325,Benin,2020,83.81119402985075
326,Bermuda,1995,69.42054794520548
327,Bermuda,1996,71.19972677595628
328,Bermuda,1997,12.479999999999999
329,Bermuda,1998,70.36246575342466
330,Bermuda,1999,72.15287671232876
331,Bermuda,2000,71.13661202185793
332,Bermuda,2001,70.64164383561643
333,Bermuda,2002,69.7986301369863
334,Bermuda,2003,71.09178082191781
335,Bermuda,2004,71.33661202185793
336,Bermuda,2005,71.23424657534247
337,Bermuda,2006,70.91534246575343
338,Bermuda,2007,70.38356164383562
339,Bermuda,2008,68.89098360655737
340,Bermuda,2009,71.60794520547945
341,Bermuda,2010,69.8974358974359
342,Bolivia,1995,45.5868493150685
343,Bolivia,1996,44.21229508196721
344,Bolivia,1997,45.04547945205479
345,Bolivia,1998,45.34602739726027
346,Bolivia,1999,43.94794520547945
347,Bolivia,2000,43.89699453551913
348,Bolivia,2001,44.416438356164385
349,Bolivia,2002,43.7627397260274
350,Bolivia,2003,44.56438356164384
351,Bolivia,2004,45.880874316939895
352,Bolivia,2005,45.67205479452055
353,Bolivia,2006,44.65698630136986
354,Bolivia,2007,44.460547945205484
355,Bolivia,2008,43.08306010928962
356,Bolivia,2009,44.73945205479452
357,Bolivia,2010,46.15369863013698
358,Bolivia,2011,45.04684931506849
359,Bolivia,2012,45.30655737704918
360,Bolivia,2013,45.21917808219178
361,Bolivia,2014,45.06630136986301
362,Bolivia,2015,45.3275956284153
363,Bolivia,2016,45.31475409836066
364,Bolivia,2017,46.228767123287675
365,Bolivia,2018,43.446301369863015
366,Bolivia,2019,44.131232876712325
367,Bolivia,2020,48.049253731343285
368,Brazil,1995,71.81707762557078
369,Brazil,1996,71.34526411657559
370,Brazil,1997,61.27488584474886
371,Brazil,1998,53.259360730593606
372,Brazil,1999,69.98383561643836
373,Brazil,2000,71.70291438979964
374,Brazil,2001,72.36146118721462
375,Brazil,2002,69.89059360730593
376,Brazil,2003,70.90173515981735
377,Brazil,2004,71.49553734061931
378,Brazil,2005,71.47041095890411
379,Brazil,2006,70.95050228310502
380,Brazil,2007,70.78748858447489
381,Brazil,2008,68.97204007285974
382,Brazil,2009,71.0013698630137
383,Brazil,2010,72.39945205479451
384,Brazil,2011,71.14
385,Brazil,2012,72.17468123861566
386,Brazil,2013,72.0696803652968
387,Brazil,2014,72.35908675799087
388,Brazil,2015,71.77012750455374
389,Brazil,2016,70.38861566484518
390,Brazil,2017,72.1572602739726
391,Brazil,2018,69.46438356164384
392,Brazil,2019,70.8766210045662
393,Brazil,2020,73.55785536159601
394,Bulgaria,1995,49.43013698630137
395,Bulgaria,1996,-99.0
396,Bulgaria,1997,48.78
397,Bulgaria,1998,49.09616438356164
398,Bulgaria,1999,50.59945205479452
399,Bulgaria,2000,51.7275956284153
400,Bulgaria,2001,50.72410958904109
401,Bulgaria,2002,48.79643835616439
402,Bulgaria,2003,50.17205479452055
403,Bulgaria,2004,50.5396174863388
404,Bulgaria,2005,49.13972602739726
405,Bulgaria,2006,50.41808219178082
406,Bulgaria,2007,53.12602739726027
407,Bulgaria,2008,52.9792349726776
408,Bulgaria,2009,52.239452054794526
409,Bulgaria,2010,52.86109589041096
410,Bulgaria,2011,51.45561643835616
411,Bulgaria,2012,53.20355191256831
412,Bulgaria,2013,53.484931506849314
413,Bulgaria,2014,52.71917808219178
414,Bulgaria,2015,52.53743169398907
415,Bulgaria,2016,51.70765027322405
416,Bulgaria,2017,52.65397260273973
417,Bulgaria,2018,51.376164383561644
418,Bulgaria,2019,50.733698630136985
419,Bulgaria,2020,42.10820895522388
420,Burundi,1995,41.706575342465754
421,Burundi,1996,-13.79207650273224
422,Burundi,1997,-43.09616438356164
423,Burundi,1998,-97.50904109589042
424,Burundi,1999,-98.51671232876711
425,Burundi,2000,-99.0
426,Burundi,2001,-99.0
427,Burundi,2002,-99.0
428,Burundi,2003,-98.50602739726027
429,Burundi,2004,-77.40819672131148
430,Burundi,2005,-74.82027397260275
431,Burundi,2006,-50.64876712328767
432,Burundi,2007,-8.802499999999998
433,Canada,1995,42.00221917808219
434,Canada,1996,40.175
435,Canada,1997,41.99452054794521
436,Canada,1998,43.68090410958904
437,Canada,1999,44.19473972602739
438,Canada,2000,41.88387978142077
439,Canada,2001,44.25761643835616
440,Canada,2002,40.827178082191786
441,Canada,2003,42.260958904109586
442,Canada,2004,42.19953551912568
443,Canada,2005,42.45284931506849
444,Canada,2006,44.78857534246575
445,Canada,2007,42.383917808219174
446,Canada,2008,39.97524590163934
447,Canada,2009,41.353671232876714
448,Canada,2010,44.396163682864454
449,Canada,2011,42.94578386605784
450,Canada,2012,43.80649863346492
451,Canada,2013,41.99391171993912
452,Canada,2014,35.43377001455604
453,Canada,2015,37.68031591737546
454,Canada,2016,39.555191256830604
455,Canada,2017,39.57671232876712
456,Canada,2018,36.807534246575344
457,Canada,2019,36.24027397260274
458,Canada,2020,24.87940074906367
459,Central African Republic,1995,38.02986301369863
460,Central African Republic,1996,28.027322404371585
461,Central African Republic,1997,19.88
462,Central African Republic,1998,48.451780821917815
463,Central African Republic,1999,59.098904109589036
464,Central African Republic,2000,68.64672131147542
465,Central African Republic,2001,75.06328767123287
466,Central African Republic,2002,73.27890410958904
467,Central African Republic,2003,71.9717808219178
468,Central African Republic,2004,74.44207650273223
469,Central African Republic,2005,70.75917808219178
470,Central African Republic,2006,72.68438356164383
471,Central African Republic,2007,73.26438356164384
472,Central African Republic,2008,77.21967213114755
473,Central African Republic,2009,70.40027397260273
474,Central African Republic,2010,68.13808219178082
475,Central African Republic,2011,79.23917808219178
476,Central African Republic,2012,79.10054644808743
477,Central African Republic,2013,78.27808219178083
478,Central African Republic,2014,75.35698630136986
479,Central African Republic,2015,73.24153005464481
480,Central African Republic,2016,77.34016393442623
481,Central African Republic,2017,79.36164383561643
482,Central African Republic,2018,76.05178082191782
483,Central African Republic,2019,62.85260273972603
484,Central African Republic,2020,81.4134328358209
485,China,1995,59.77249315068493
486,China,1996,59.08896174863388
487,China,1997,58.282575342465755
488,China,1998,59.95024657534246
489,China,1999,60.312657534246576
490,China,2000,60.078415300546446
491,China,2001,60.30690410958904
492,China,2002,58.87446575342465
493,China,2003,60.476821917808216
494,China,2004,60.93180327868852
495,China,2005,60.220767123287665
496,China,2006,61.17567123287672
497,China,2007,61.013424657534244
498,China,2008,59.445245901639346
499,China,2009,60.03967123287671
500,China,2010,59.66734246575342
501,China,2011,59.93298630136986
502,China,2012,59.583989071038246
503,China,2013,60.76301369863014
504,China,2014,60.89808219178082
505,China,2015,60.81060109289617
506,China,2016,59.74983606557377
507,China,2017,62.01704109589041
508,China,2018,59.70624657534246
509,China,2019,59.34558904109589
510,China,2020,52.20239162929746
511,Colombia,1995,54.963013698630135
512,Colombia,1996,55.083333333333336
513,Colombia,1997,56.23150684931507
514,Colombia,1998,49.64246575342466
515,Colombia,1999,52.2317808219178
516,Colombia,2000,54.91857923497268
517,Colombia,2001,55.41616438356165
518,Colombia,2002,54.68684931506849
519,Colombia,2003,54.973424657534245
520,Colombia,2004,55.59808743169399
521,Colombia,2005,56.01068493150685
522,Colombia,2006,55.4158904109589
523,Colombia,2007,54.667671232876714
524,Colombia,2008,51.011475409836066
525,Colombia,2009,56.073150684931505
526,Colombia,2010,56.93369863013699
527,Colombia,2011,56.803561643835614
528,Colombia,2012,56.35464480874317
529,Colombia,2013,56.840273972602745
530,Colombia,2014,56.43561643835616
531,Colombia,2015,56.621038251366116
532,Colombia,2016,56.11338797814208
533,Colombia,2017,57.110410958904104
534,Colombia,2018,54.83972602739726
535,Colombia,2019,55.087671232876716
536,Colombia,2020,58.07014925373134
537,Congo,1995,69.54328767123287
538,Congo,1996,69.41967213114754
539,Congo,1997,-16.317260273972604
540,Congo,1998,5.0320547945205485
541,Congo,1999,69.59917808219178
542,Congo,2000,65.37677595628416
543,Congo,2001,75.52575342465754
544,Congo,2002,73.97808219178083
545,Congo,2003,78.39479452054795
546,Congo,2004,77.36311475409836
547,Congo,2005,78.37753424657534
548,Congo,2006,77.96164383561644
549,Congo,2007,77.29452054794521
550,Congo,2008,77.09344262295082
551,Congo,2009,77.42821917808219
552,Congo,2010,77.38794520547945
553,Congo,2011,77.87917808219179
554,Congo,2012,77.69808743169399
555,Congo,2013,77.9068493150685
556,Congo,2014,76.59726027397261
557,Congo,2015,77.19890710382514
558,Congo,2016,76.76092896174863
559,Congo,2017,78.29917808219179
560,Congo,2018,76.58027397260274
561,Congo,2019,76.16328767123288
562,Congo,2020,81.10601503759399
563,Costa Rica,1995,44.69835616438356
564,Costa Rica,1996,58.47704918032787
565,Costa Rica,1997,72.34657534246575
566,Costa Rica,1998,71.3841095890411
567,Costa Rica,1999,71.02
568,Costa Rica,2000,70.82677595628415
569,Costa Rica,2001,72.34575342465753
570,Costa Rica,2002,71.25917808219178
571,Costa Rica,2003,72.54465753424657
572,Costa Rica,2004,72.38032786885246
573,Costa Rica,2005,72.19835616438357
574,Costa Rica,2006,72.64246575342466
575,Costa Rica,2007,71.95232876712329
576,Costa Rica,2008,70.25819672131148
577,Costa Rica,2009,72.39068493150684
578,Costa Rica,2010,72.44082191780822
579,Costa Rica,2011,72.13479452054794
580,Costa Rica,2012,72.38060109289617
581,Costa Rica,2013,72.65041095890412
582,Costa Rica,2014,72.56109589041095
583,Costa Rica,2015,72.851912568306
584,Costa Rica,2016,71.91584699453553
585,Costa Rica,2017,72.88328767123288
586,Costa Rica,2018,70.51452054794521
587,Costa Rica,2019,70.66931506849315
588,Costa Rica,2020,74.93955223880597
589,Croatia,1995,-99.0
590,Croatia,1996,38.54808743169399
591,Croatia,1997,49.75534246575343
592,Croatia,1998,48.61835616438356
593,Croatia,1999,52.82082191780822
594,Croatia,2000,55.00792349726776
595,Croatia,2001,54.16164383561644
596,Croatia,2002,52.648493150684935
597,Croatia,2003,54.459452054794525
598,Croatia,2004,53.04726775956284
599,Croatia,2005,52.23835616438356
600,Croatia,2006,54.22054794520548
601,Croatia,2007,52.39041095890411
602,Croatia,2008,54.37786885245902
603,Croatia,2009,54.82438356164384
604,Croatia,2010,53.216712328767116
605,Croatia,2011,54.727397260273975
606,Croatia,2012,55.56366120218579
607,Croatia,2013,54.37013698630137
608,Croatia,2014,55.79561643835617
609,Croatia,2015,54.85956284153005
610,Croatia,2016,52.73060109289618
611,Croatia,2017,55.57205479452055
612,Croatia,2018,53.93671232876713
613,Croatia,2019,54.0
614,Croatia,2020,47.54962406015038
615,Cuba,1995,74.38736263736264
616,Cuba,1996,61.48497267759563
617,Cuba,1997,63.70849315068493
618,Cuba,1998,65.09232876712329
619,Cuba,1999,68.53726027397259
620,Cuba,2000,67.05983606557378
621,Cuba,2001,70.97232876712329
622,Cuba,2002,74.03890410958904
623,Cuba,2003,75.31397260273972
624,Cuba,2004,73.35109289617486
625,Cuba,2005,75.96767123287671
626,Cuba,2006,75.97205479452055
627,Cuba,2007,75.60356164383562
628,Cuba,2008,70.80464480874316
629,Cuba,2009,74.1172602739726
630,Cuba,2010,74.42739726027398
631,Cuba,2011,75.34219178082192
632,Cuba,2012,75.05109289617486
633,Cuba,2013,75.91671232876712
634,Cuba,2014,74.90246575342466
635,Cuba,2015,75.81803278688525
636,Cuba,2016,74.04590163934427
637,Cuba,2017,75.82876712328768
638,Cuba,2018,73.50164383561643
639,Cuba,2019,73.86191780821918
640,Cuba,2020,75.23909774436089
641,Cyprus,1995,19.614794520547946
642,Cyprus,1996,38.81393442622951
643,Cyprus,1997,23.819726027397262
644,Cyprus,1998,26.987671232876714
645,Cyprus,1999,-30.371506849315068
646,Cyprus,2000,31.49754098360656
647,Cyprus,2001,67.9695890410959
648,Cyprus,2002,28.19671232876712
649,Cyprus,2003,-86.94684931506849
650,Cyprus,2004,11.406830601092896
651,Cyprus,2005,66.4295890410959
652,Cyprus,2006,66.3282191780822
653,Cyprus,2007,63.99452054794521
654,Cyprus,2008,67.59890710382514
655,Cyprus,2009,18.527049180327868
656,Cyprus,2010,-97.90058139534885
657,Czech Republic,1995,46.76657534246575
658,Czech Republic,1996,43.504371584699456
659,Czech Republic,1997,46.23698630136986
660,Czech Republic,1998,46.17123287671233
661,Czech Republic,1999,47.52876712328767
662,Czech Republic,2000,49.08196721311475
663,Czech Republic,2001,46.97013698630136
664,Czech Republic,2002,46.62630136986301
665,Czech Republic,2003,48.11260273972602
666,Czech Republic,2004,47.36994535519126
667,Czech Republic,2005,47.354246575342465
668,Czech Republic,2006,48.33561643835616
669,Czech Republic,2007,49.40191780821918
670,Czech Republic,2008,48.05683060109289
671,Czech Republic,2009,48.05013698630137
672,Czech Republic,2010,45.986301369863014
673,Czech Republic,2011,48.66575342465753
674,Czech Republic,2012,48.322404371584696
675,Czech Republic,2013,46.99369863013699
676,Czech Republic,2014,49.518630136986296
677,Czech Republic,2015,49.54672131147541
678,Czech Republic,2016,47.438797814207646
679,Czech Republic,2017,48.764657534246574
680,Czech Republic,2018,49.36356164383562
681,Czech Republic,2019,47.93561643835616
682,Czech Republic,2020,42.094029850746274
683,Denmark,1995,46.241369863013695
684,Denmark,1996,43.45327868852459
685,Denmark,1997,47.078630136986305
686,Denmark,1998,45.07808219178082
687,Denmark,1999,47.27452054794521
688,Denmark,2000,48.31475409836066
689,Denmark,2001,46.67643835616439
690,Denmark,2002,46.3627397260274
691,Denmark,2003,47.11150684931507
692,Denmark,2004,47.06693989071038
693,Denmark,2005,47.11561643835616
694,Denmark,2006,48.22684931506849
695,Denmark,2007,48.188767123287676
696,Denmark,2008,48.40928961748634
697,Denmark,2009,47.11232876712329
698,Denmark,2010,44.386575342465754
699,Denmark,2011,47.742739726027395
700,Denmark,2012,46.795355191256824
701,Denmark,2013,46.90164383561643
702,Denmark,2014,49.47369863013699
703,Denmark,2015,47.56939890710383
704,Denmark,2016,46.480327868852456
705,Denmark,2017,47.95479452054794
706,Denmark,2018,47.8331506849315
707,Denmark,2019,46.86493150684932
708,Denmark,2020,42.3276119402985
709,Dominican Republic,1995,-80.59397260273973
710,Dominican Republic,1996,70.24836065573771
711,Dominican Republic,1997,77.93917808219177
712,Dominican Republic,1998,72.18356164383562
713,Dominican Republic,1999,71.98904109589041
714,Dominican Republic,2000,73.00710382513661
715,Dominican Republic,2001,74.39369863013698
716,Dominican Republic,2002,76.71506849315068
717,Dominican Republic,2003,76.83945205479452
718,Dominican Republic,2004,71.74808743169399
719,Dominican Republic,2005,77.32109589041096
720,Dominican Republic,2006,69.78219178082192
721,Dominican Republic,2007,72.7668493150685
722,Dominican Republic,2008,70.38360655737705
723,Dominican Republic,2009,77.94821917808218
724,Dominican Republic,2010,80.13123287671233
725,Dominican Republic,2011,78.98164383561644
726,Dominican Republic,2012,68.78169398907103
727,Dominican Republic,2013,22.55561643835616
728,Dominican Republic,2014,47.82767123287671
729,Dominican Republic,2015,74.73551912568306
730,Dominican Republic,2016,74.74071038251365
731,Dominican Republic,2017,79.12876712328767
732,Dominican Republic,2018,74.76054794520547
733,Dominican Republic,2019,75.61808219178081
734,Dominican Republic,2020,66.12631578947368
735,Egypt,1995,70.77150684931506
736,Egypt,1996,71.32459016393443
737,Egypt,1997,70.76657534246576
738,Egypt,1998,69.34821917808219
739,Egypt,1999,71.81561643835617
740,Egypt,2000,70.77185792349727
741,Egypt,2001,72.7372602739726
742,Egypt,2002,70.63095890410959
743,Egypt,2003,71.88
744,Egypt,2004,72.27021857923498
745,Egypt,2005,72.03780821917807
746,Egypt,2006,72.10767123287671
747,Egypt,2007,72.32876712328768
748,Egypt,2008,71.97978142076502
749,Egypt,2009,73.64739726027398
750,Egypt,2010,75.51150684931507
751,Egypt,2011,71.86027397260274
752,Egypt,2012,72.68032786885246
753,Egypt,2013,72.58520547945206
754,Egypt,2014,72.68602739726028
755,Egypt,2015,71.77978142076503
756,Egypt,2016,72.03142076502732
757,Egypt,2017,74.02410958904109
758,Egypt,2018,73.32191780821918
759,Egypt,2019,70.99287671232877
760,Egypt,2020,63.63880597014926
761,Equador,1995,59.35506849315068
762,Equador,1996,44.9051912568306
763,Equador,1997,58.25547945205479
764,Equador,1998,61.912739726027404
765,Equador,1999,55.39602739726027
766,Equador,2000,61.93306010928962
767,Equador,2001,64.12493150684931
768,Equador,2002,63.419041095890414
769,Equador,2003,65.00095890410958
